TIME	INTERVALO	Temp Tanque 2
656.000	1.000	25.751844
657.000	1.000	25.744789
658.000	1.000	25.743698
659.000	1.000	25.743698
660.000	1.000	25.744989
661.000	1.000	25.747351
662.000	1.000	25.751200
663.000	1.000	25.751200
664.000	1.000	25.753004
665.000	1.000	25.731998
666.000	1.000	25.731998
667.000	1.000	25.731998
668.000	1.000	25.730139
669.000	1.000	25.735994
670.000	1.000	25.736805
671.000	1.000	25.736805
672.000	1.000	25.740211
673.000	1.000	25.742445
674.000	1.000	25.748358
675.000	1.000	25.748358
676.000	1.000	25.757547
677.000	1.000	25.757547
678.000	1.000	25.767242
679.000	1.000	25.773149
680.000	1.000	25.773149
681.000	1.000	25.773132
682.000	1.000	25.767920
683.000	1.000	25.768896
684.000	1.000	25.768896
685.000	1.000	25.770533
686.000	1.000	25.778252
687.000	1.000	25.778252
688.000	1.000	25.779285
689.000	1.000	25.779285
690.000	1.000	25.780666
691.000	1.000	25.806253
692.000	1.000	25.806253
693.000	1.000	25.806791
694.000	1.000	25.807636
695.000	1.000	25.812241
696.000	1.000	25.812241
697.000	1.000	25.812960
698.000	1.000	25.806051
699.000	1.000	25.811430
700.000	1.000	25.811430
701.000	1.000	25.811430
702.000	1.000	25.815317
703.000	1.000	25.811541
704.000	1.000	25.819719
705.000	1.000	25.819719
706.000	1.000	25.819441
707.000	1.000	25.823645
708.000	1.000	25.823645
709.000	1.000	25.825062
710.000	1.000	25.835947
711.000	1.000	25.834196
712.000	1.000	25.834196
713.000	1.000	25.834196
714.000	1.000	25.836130
715.000	1.000	25.857206
716.000	1.000	25.860682
717.000	1.000	25.860682
718.000	1.000	25.857206
719.000	1.000	25.864220
720.000	1.000	25.864590
721.000	1.000	25.864590
722.000	1.000	25.863743
723.000	1.000	25.865845
724.000	1.000	25.865845
725.000	1.000	25.865845
726.000	1.000	25.864870
727.000	1.000	25.856426
728.000	1.000	25.863684
729.000	1.000	25.863684
730.000	1.000	25.867569
731.000	1.000	25.876390
732.000	1.000	25.881678
733.000	1.000	25.881678
734.000	1.000	25.879339
735.000	1.000	25.882343
736.000	1.000	25.882343
737.000	1.000	25.879488
738.000	1.000	25.879488
739.000	1.000	25.874054
740.000	1.000	25.879175
741.000	1.000	25.878752
742.000	1.000	25.878752
743.000	1.000	25.880497
744.000	1.000	25.880999
745.000	1.000	25.880999
746.000	1.000	25.882582
747.000	1.000	25.882582
748.000	1.000	25.888201
749.000	1.000	25.890762
750.000	1.000	25.890762
751.000	1.000	25.879782
752.000	1.000	25.883814
753.000	1.000	25.884792
754.000	1.000	25.884792
755.000	1.000	25.888052
756.000	1.000	25.890154
757.000	1.000	25.892141
758.000	1.000	25.892141
759.000	1.000	25.892141
760.000	1.000	25.895988
761.000	1.000	25.898384
762.000	1.000	25.898384
763.000	1.000	25.933319
764.000	1.000	25.926876
765.000	1.000	25.925900
766.000	1.000	25.925900
767.000	1.000	25.925367
768.000	1.000	25.932255
769.000	1.000	25.928720
770.000	1.000	25.928720
771.000	1.000	25.928720
772.000	1.000	25.929863
773.000	1.000	25.925272
774.000	1.000	25.938150
775.000	1.000	25.938150
776.000	1.000	25.940323
777.000	1.000	25.943583
778.000	1.000	25.943583
779.000	1.000	25.941080
780.000	1.000	25.945866
781.000	1.000	25.951040
782.000	1.000	25.951040
783.000	1.000	25.951040
784.000	1.000	25.958282
785.000	1.000	25.963398
786.000	1.000	25.965368
787.000	1.000	25.965368
788.000	1.000	25.954041
789.000	1.000	25.951258
790.000	1.000	25.955734
791.000	1.000	25.955734
792.000	1.000	25.957541
793.000	1.000	25.964243
794.000	1.000	25.964243
795.000	1.000	25.967943
796.000	1.000	25.967943
797.000	1.000	25.971205
798.000	1.000	25.977118
799.000	1.000	25.977118
800.000	1.000	25.987747
801.000	1.000	25.992405
802.000	1.000	25.989237
803.000	1.000	25.989237
804.000	1.000	25.989426
805.000	1.000	25.989426
806.000	1.000	25.992903
807.000	1.000	25.992203
808.000	1.000	25.992203
809.000	1.000	25.988928
810.000	1.000	25.999367
811.000	1.000	25.984118
812.000	1.000	25.984118
813.000	1.000	25.983603
814.000	1.000	25.986845
815.000	1.000	25.987688
816.000	1.000	25.987688
817.000	1.000	25.987688
818.000	1.000	25.988241
819.000	1.000	25.989161
820.000	1.000	25.989161
821.000	1.000	25.993547
822.000	1.000	25.993050
823.000	1.000	25.996586
824.000	1.000	25.996586
825.000	1.000	25.991688
826.000	1.000	26.000210
827.000	1.000	25.996641
828.000	1.000	25.996641
829.000	1.000	25.996641
